ID,Question,Date,Class
1770,"Teaching linear algebra, wacom tablet display of coordinate system, eigenvectors, markov chains",05/10/2020,maths
1771,Is there any university program that offers an introductory statistical methods class that is bayesian -instead- of a frequentist one?,05/10/2020,maths
1772,Should students get another chance at a math question because of English troubles?,07/10/2020,maths
1773,Appropriate context for teaching derivative (undergraduate/graduate),07/10/2020,maths
1774,Recommendation for cheap practical graphics tablet?,07/10/2020,maths
1775,What's the common word for equations and inequalities?,07/10/2020,maths
1776,Applications of abstract algebra outside of mathematics and suitable textbook,09/10/2020,maths
1777,Would this be a good way of teaching about symmetry?,11/10/2020,maths
1778,Examples of real-life vector fields for vector calculus,12/10/2020,maths
1779,What is the right notation to use in multivariable chain rules?,13/10/2020,maths
1780,Choice of textbook for an undergraduate abstract algebra course,14/10/2020,maths
1781,Do you avoid examples or test questions that showcase an algorithmic plug'n'chug approach?,20/10/2020,maths
1782,Setting up a new Ximera course with randomized values in problems,21/10/2020,maths
1783,Resources for Unit Conversions,21/10/2020,maths
1784,How important is it to come up with or learn an elementary solution?,22/10/2020,maths
1785,The dimension theorem and pedagogy using analogy,22/10/2020,maths
1786,Do people usually teach solving a linear differential equation by inverse operators in an undergraduate course?,23/10/2020,maths
1787,A wow video to teach Calculus,24/10/2020,maths
1788,Teaching calculus in AP without the formal definition of the derivative,24/10/2020,maths
1789,Is there online geometric construction software that models physical constructions due to pandemic?,26/10/2020,maths
1790,Am I responsible to help a student who does not understand/know some prerequisites of a course?,29/10/2020,maths
1791,Relationships amusingly difficult to graph,30/10/2020,maths
1792,Clearest verb phrases for operations,31/10/2020,maths
1793,Writing mathematics in real time for lectures using Latex,02/11/2020,maths
1794,Is there a name for paths that follow gridlines?,02/11/2020,maths
1795,When are students taught implicit and parametric representations of curves?,02/11/2020,maths
1796,What is the motivation for teaching Factoring by Grouping?,05/11/2020,maths
1797,Are differential equations considered calculus and included in a calculus class or is it its own class?,06/11/2020,maths
1798,Replacement for the Pac-Man grid analogy,07/11/2020,maths
1799,A video game for teaching the concept of a mathematical proof,10/11/2020,maths
1800,How to create an online examination in a small class that ensures certain academic integrity,10/11/2020,maths
1801,How do you teach students about the concept of a proof?,10/11/2020,maths
1802,Question about function notation,15/11/2020,maths
1803,How should I answer questions about the purpose of learning math?,18/11/2020,maths
1804,Why do we write numbers with decreasing place values?,19/11/2020,maths
1805,Start drawing a graph,22/11/2020,maths
1806,Why is the concept of injective functions difficult for my students?,26/11/2020,maths
1807,The Riemann integral vs Lebesgue integral in several variables for advanced undergraduates,27/11/2020,maths
1808,Measuring the effectiveness of one-on-one instruction?,29/11/2020,maths
1809,Is the AMC 10/12 Test the Difference Maker for Top Schools? What do Colleges Look for?,29/11/2020,maths
1810,Single variable complex analysis textbook which uses differential forms,01/12/2020,maths
1811,Weekly quizzes as an alternative for midterms? What is this called?,04/12/2020,maths
1812,Advice on teaching abstract algebra and logic to high-school students,09/12/2020,maths
1813,"Statistics, for the mathematically rigorous",11/12/2020,maths
1814,US High School Geometry: What are all the  reasons  allowed in two column proofs?,11/12/2020,maths
1815,Effects of AI based education in mathematics in PISA like studies,11/12/2020,maths
1816,Which resource(s) to use to learn the following syllabus of discrete structures?,12/12/2020,maths
1817,How can I give feedback that is not demotivating?,12/12/2020,maths
1818,Complex analysis books/resources where solutions are difficult to find,18/12/2020,maths
1819,Usefulness of substitution in and beyond early Calculus?,19/12/2020,maths
1820,Looking for a calculus books with very specific requirements,19/12/2020,maths
1821,Do my students know elementary algebra; do they just use online calculators or external help; and is this ok?,27/12/2020,maths
1822,Create a math quiz with LaTex by randomly choosing questions from a bank,05/01/2021,maths
1823,Defining mathematics to primary/elementary school teachers,06/01/2021,maths
1824,Finding the Balance in a Math Question (Teaching),11/01/2021,maths
1825,Is playing and teaching chess appropriate in private lessons?,16/01/2021,maths
1826,Honors Precalculus: what topics to cut due to pandemic?,16/01/2021,maths
1827,Differing Choices of in a Limit,20/01/2021,maths
1828,How to teach the Pythagorean theorem in a satisfying way to high school students?,21/01/2021,maths
1829,short teaching demo on logs; but by someone who uses active learning,22/01/2021,maths
1830,Definition of Trapezoid,24/01/2021,maths
1831,What story and one-digit Natural Numbers best fit Bayes' Theorem chart?,27/01/2021,maths
1832,Pros/Cons of using a single story in multiple examples to demonstrate different points,27/01/2021,maths
1833,Why do we still teach the determinant formula for cross product? And is it as bad as I think it is?,03/02/2021,maths
1834,Pattern and Structure Mathematics Awareness Program (pasmap),04/02/2021,maths
1835,What is the name of this teaching style?,07/02/2021,maths
1836,Is usually taught as an instance of the symmetric property of congruence?,09/02/2021,maths
1837,Are there any university programs that  supersize  calculus courses?,09/02/2021,maths
1838,Term for candidates for inflection points,12/02/2021,maths
1839,Can we define length and perpendicularity not via an inner product?,12/02/2021,maths
1840,Should figures be presented to scale?,15/02/2021,maths
1841,Material and textbooks for CLIL learners,16/02/2021,maths
1842,How to reduce ambiguity in the following question?,18/02/2021,maths
1843,What famous graduate math textbooks use color?,19/02/2021,maths
1844,Reference on study habits; cramming vs studying a bit every day,19/02/2021,maths
1845,Why do we teach the Rational Root Theorem? (high school algebra 2),23/02/2021,maths
1846,Improving exposition of a proof about polynomials over infinite fields,25/02/2021,maths
1847,Rings in parallel with groups in abstract algebra,26/02/2021,maths
1848,Is  conjugate of a binomial  a standard terminology?,27/02/2021,maths
1849,"I need strategies for tutoring a bright, motivated student currently taking college algebra who just doesn't seem to retain the things I teach",28/02/2021,maths
1850,Difficulty in explaining sample space,01/03/2021,maths
1851,Is there a virtue to learning how to compute by hand?,01/03/2021,maths
1852,Why teach the algebraic Calculus?,03/03/2021,maths
1853,Why are so many online sources  wrong  about directional derivatives?,06/03/2021,maths
1854,Resources for teaching mathematical modeling to high school teachers,10/03/2021,maths
1855,Worth introducing a mandatory short module on latex into a mathematics degree?,11/03/2021,maths
1856,Distance Between Curves in First-Semester Calculus,12/03/2021,maths
1857,Natural occurrences of a to the (b to the c)? Real world,19/03/2021,maths
1858,Do any tools exist that convert  pretty print  equations into  inline text  equations?,19/03/2021,maths
1859,History of business calculus/linear algebra curriculum,20/03/2021,maths
1860,History of discrete math curriculum,20/03/2021,maths
1861,High school algebra books that encourage creative/novel problem solving,21/03/2021,maths
1862,Why do we typically only teach high-school students affine transformations of elementary functions?,24/03/2021,maths
1863,Are there any applications of ?,25/03/2021,maths
1864,Is there any video lecture series on (UG level) graph theory (might not be specific on any books) but the video/content quality is like that of MIT?,26/03/2021,maths
1865,How to do continuous course evaluation and feedback,26/03/2021,maths
1866,"Which works better for learning 6 * 7 = 42: saying  six sevens are forty-two , or  six times seven equals forty-two ?",29/03/2021,maths
1867,How to evaluate a proof that seems to be using induction informally?,31/03/2021,maths
1868,How do you coach students who often make small errors?,02/04/2021,maths
1869,Tension between the most intuitive definition vs. the most common definition of a concept,02/04/2021,maths
1870,Why are most college level math textbooks black and white only?,02/04/2021,maths
1871,How to be a good math teacher at a liberal art college?,03/04/2021,maths
1872,What is a good second book in high school geometry?,04/04/2021,maths
1873, Flipped classroom exercises  resources,08/04/2021,maths
1874,"Phase shift vs. horizontal shift, and frequency vs. angular frequency in sinusoidal functions",09/04/2021,maths
1875,"Students reliant on answers provided, but not their own reasoning?",09/04/2021,maths
1876,Should I avoid writing and what are alternatives to this way of writing?,10/04/2021,maths
1877,What is the purpose of  instant  tutoring?,11/04/2021,maths
1878,simple statistics (binomial) terminology,11/04/2021,maths
1879,What is the preferred way to denote the Pythagorean theorem equation?,12/04/2021,maths
1880,in what sense is the subject of finite group theory 'algebraic'?,12/04/2021,maths
1881,How do you handle the frustration of having to GRADE student exams / homework?,15/04/2021,maths
1882,Analyzing an answer to the following problem: Give meaning to an analogy,17/04/2021,maths
1883,Why should or shouldn't we teach functions to 15 year olds?,18/04/2021,maths
1884,"When working with 12-16 year olds, how should I graph functions when the domain technically isn't real numbers ?",19/04/2021,maths
1885,How to make an introductory course on Statistics interesting,19/04/2021,maths
1886,Resource request: 3-4 page review of exponentials and logs,20/04/2021,maths
1887,Objectives for group work in undergraduate pure maths,25/04/2021,maths
1888,Children's counting problems: Is this question phrased correctly?,25/04/2021,maths
1889,Showing applications of calculus to intro students,26/04/2021,maths
1890,Converting an Online Course Back to In-Person,28/04/2021,maths
1891,Why do we write instead of ?,29/04/2021,maths
1892, Rough subitising / estimation  for better intuition and ability to apply arithmetic,30/04/2021,maths
1893,Should mathematical logic be included in a discrete mathematics course for computer science?,30/04/2021,maths
1894,Locus of the maximal turning point and the point of inflection,01/05/2021,maths
1895,Looking for a collaborative drawing solution,07/05/2021,maths
1896,What's a good notation to show elements of relation composition?,10/05/2021,maths
1897,Example of why proof by exhaustion is inelegant,12/05/2021,maths
1898,How to test student's skills in programming or using software?,14/05/2021,maths
1899,Importance of asking questions in a mathematics class,20/05/2021,maths
1900,What are different Mathematical concepts which can be introduced to 12-16 year students in an activity based way,20/05/2021,maths
1901,How to teach if calculations and algebraic manipulations are off limits,21/05/2021,maths
1902,If one wants to conduct a 1/2 day workshop in Mathematics for 12-16 year old students - how one should go about preparing the workshop,21/05/2021,maths
1903,Are there any list of mathematical constructions which can challenge 12-16 year old students?,21/05/2021,maths
1904,Are there any mathematics based game apps which require students (between 10 - 16 years) to apply their maths knowledge to play the game,22/05/2021,maths
1905,What are strategies that a 10-13 year old could use to convert 6/27 into decimal notation?,31/05/2021,maths
1906,When and where were textbooks that use set notation for basic algebra solutions?,01/06/2021,maths
1907,"What can (and should) an educator do about ambiguous terms like  triangle ,  square , etc?",01/06/2021,maths
1908,Different Teaching Styles for Different Genders?,03/06/2021,maths
1909,Why do we introduce the notion that triangles are  congruent  instead of just saying that they are  the same  or  equal ?,03/06/2021,maths
1910,Is it a good idea for elementary school students to observe and discover the  circle perimeter formula  themselves without being dictated to?,03/06/2021,maths
1911,How to grade group project or group assignment?,04/06/2021,maths
1912,Response to Students Who Say  This Is Not Important ,05/06/2021,maths
1913,Proportional density function question,06/06/2021,maths
1914,Not sure what a student is misunderstanding on this Stat question,07/06/2021,maths
1915,"Why can an easily graphable definite integral, be labyrinthine to evaluate?",10/06/2021,maths
1916,An introductory example for Taylor series (12th grade),12/06/2021,maths
1917,Textbooks with solutions and catering to different circumstances,14/06/2021,maths
1918,Teaching words with multiple meanings in Mathematics and English,15/06/2021,maths
1919,Big list of  interesting  abstract vector spaces,16/06/2021,maths
1920,A linear equation -- my approach,16/06/2021,maths
1921,Teaching Mathematics to a Machine Learning Class,17/06/2021,maths
1922,Creating an Engaging Class Atmosphere,18/06/2021,maths
1923,Making the leap from Pre-Calculus to Calculus,18/06/2021,maths
1924,What is the English word for the French  repere ?,19/06/2021,maths
1925,How to get student with ADHD to practice exercises consistently,21/06/2021,maths
1926,Peter Liljedahl  Thinking Classroom  pedagogy: what is evidence for its effectiveness?,22/06/2021,maths
1927,Applications of the annihilator from linear algebra,28/06/2021,maths
1928,Does the way we often introduce the concept of a function make sense?,01/07/2021,maths
1929,Why so many single-variable calculus textbooks? But still no equivalents to Visual Group Theory or Complex Analysis for other subjects?,03/07/2021,maths
1930,Is there a place where I can buy well made calculus 2 and calculus 3 lesson plans and power points?,07/07/2021,maths
1931,"Reference request: an introduction to triangular, square, and other figurate numbers",11/07/2021,maths
1932,Can anyone help give pointers of Mathematics Story Telling Animated Videos for Age Group 10 - 15?,12/07/2021,maths
1933,Resources for mathematics for sustainability,14/07/2021,maths
1934,"Should we assess ability to use specific problem solving methods, or general ability to solve problems?",14/07/2021,maths
1935,Standards based grading design principles,15/07/2021,maths
1936,Which grade students should be able to solve applied economy / business / profit prediction exercises?,18/07/2021,maths
1937,Research on Waldorf/Steiner mathematics education,19/07/2021,maths
1938,Math Modeling search results data set,20/07/2021,maths
1939,Computing eigenvalues by hand without determinants,25/07/2021,maths
1940,Implementing Standards for Mathematical Practice in CCSS(M) (Proficiency Education),28/07/2021,maths
1941,How to explain loss of significance in numerical analysis?,04/08/2021,maths
1942,What is the expected fluency with fractions at UK key stage 3?,07/08/2021,maths
1943,Teaching LU Factorization in a sophomore-level Linear Algebra course,08/08/2021,maths
1944,Help me to prepare for my first job interview presentation,17/08/2021,maths
1945,A smart student that struggles in exams,19/08/2021,maths
1946,"Motivating example for sequences, sums and limits in high school",21/08/2021,maths
1947,"What studies exist, comparing the efficacy of exercise sheets with or without worked solutions?",23/08/2021,maths
1948,How to create an equation of a given form with integer coefficients and variables,24/08/2021,maths
1949,Looking for good examples/explanations of maximum likelihood estimators for discrete random variables,27/08/2021,maths
1950,Composite fraction?,28/08/2021,maths
1951,Is there an equivalent for  tiervenner  in English or other languages?,28/08/2021,maths
1952,Creating best hand on activities on how to teach equal sharing with fractions in grade 3,30/08/2021,maths
1953,Should I gave a make up lecture if some students found what I taught is a bit unclear?,02/09/2021,maths
1954,At what grade/age levels do students in Florida/USA stop using mixed fractions?,03/09/2021,maths
1955,Poll software used for live quiz,03/09/2021,maths
1956,Dealing with disagreeable students and not compromising,05/09/2021,maths
1957,Effect of grades versus pass/fail on teacher education students,06/09/2021,maths
1958,The value of making students copy your derivations exactly,06/09/2021,maths
1959,How to keep students' attention while teaching a proof?,06/09/2021,maths
1960,Getting students to actually read definitions,08/09/2021,maths
1961,Is there a name for this method of column addition and subtraction?,08/09/2021,maths
1962,How to encourage students to discuss with themselves in a remote teaching environment pandemic?,09/09/2021,maths
1963,Should I ask for a proof-of-work for online exam?,10/09/2021,maths
1964,Where can I find hard exercises for logic?,10/09/2021,maths
1965,How many zeros do we need to add to get a nonzero value?,11/09/2021,maths
1966,Preparing elementary teachers for the praxis exam,11/09/2021,maths
1967,What do kids(6-15) need to know in Math to be able to understand Math easily and effectively?,12/09/2021,maths
1968,Exponential & logarithm in a high school calculus class,22/09/2021,maths
1969,How to recognize possible dyscalculia in a student?,25/09/2021,maths
1970,"implicit differentiation, formula of a tangent line",26/09/2021,maths
1971,Probability  analytical results instead of simulations,27/09/2021,maths
1972,Singapore Math textbooks for secondary/ high school ?,01/10/2021,maths
1973,What is the rationale for distinguishing between proper and improper fractions?,02/10/2021,maths
1974,Is there a difference between 'subtract' and 'subtract by'?,04/10/2021,maths
1975,Is the AC Method of Factoring polynomials more popular and used by teachers than others methods of factoring polynomials?,04/10/2021,maths
1976,I want a  true  proof by contradiction of an implication,08/10/2021,maths
1977,Where can I buy a compass that can hold an  Expo  dry erase whiteboard marker?,09/10/2021,maths
1978,How to train facility with numbers?,13/10/2021,maths
1979,How can I encourage students to show up for exercise classes?,14/10/2021,maths
1980,Where can I find public repositories of past math exams?,15/10/2021,maths
1981,What is the most fundamental continuous function in calculus after a constant (totally straight) line?,19/10/2021,maths
1982,How to explain the difference between a constant function and a linear function?,19/10/2021,maths
1983,Is it possible to understand decimals without understanding fractions?,20/10/2021,maths
1984,Write calculus multiple choice questions with only numerical answer choices?,20/10/2021,maths
1985,is it beneficial to encourage high school students to conduct their own 'research' in mathematics?,21/10/2021,maths
1986,Which context of the two contexts of the linear function concept should be taught first?,23/10/2021,maths
1987,Why the fear of polynomial long division?,27/10/2021,maths
1988,Are these fraction problems different enough to warrant individual consideration?,02/11/2021,maths
1989,Is there an agreed upon difference between how we represent,04/11/2021,maths
1990,Combative students in proofs classes,08/11/2021,maths
1991,Effective Strategies for Helping Students Recognize Nonsensical Expressions? (HS - Undergrad Level),09/11/2021,maths
1992,Quiz in locked mode without managed Chromebooks?,09/11/2021,maths
1993,How to Effectively Implement a  Notice and Wonder  Activity?,10/11/2021,maths
1994,Student asked me if it is necessary to simplify fractions at the end of answering a question. I'm not sure how to respond,12/11/2021,maths
1995,Rational Powers of Negative Numbers on Basic Calculators,12/11/2021,maths
1996,Simple combinatorics problems using division real world examples,14/11/2021,maths
1997,Teaching Solving Linear Equations before teaching evaluating expressions,17/11/2021,maths
1998,Average Cost to Velocity Analogy,18/11/2021,maths
1999,Line segments on a geoboard,19/11/2021,maths
2000,How to balance between teaching to the standardized test vs understanding?,19/11/2021,maths
2001,How should I teach logarithms to high school students?,21/11/2021,maths
2002,"Where can I find the solutions manual to Beginning Statistics with Data Analysis by Mosteller, Fienberg and Rourke?",22/11/2021,maths
2003,"Why is there a disconnect in the usage of  domain  between high school and higher mathematics, and where does it come from?",24/11/2021,maths
2004,Questions about proofs,26/11/2021,maths
2005,Are constant difference and common difference synonymous?,26/11/2021,maths
2006,Advice on how to tutor a twelve year old that starts to cry?,01/12/2021,maths
2007,More advanced (free) alternatives to Geogebra and Math3D?,03/12/2021,maths
2008,Is there such thing as a 1 kg  decimeter cube? ,03/12/2021,maths
2009,ELL textbooks for core university math?,04/12/2021,maths
2010,How do I explain the distributivity of multiplication to a student without using the analogy of areas?,06/12/2021,maths
2011,Pro's and cons of number line model vs color counter model,06/12/2021,maths
2012,What's the best ratio for algebra tiles?,09/12/2021,maths
2013,How to encourage young student to think in unusual ways?,11/12/2021,maths
2014,Explaining the intuition for why finding roots of polynomials is hard,17/12/2021,maths
2015,Nice examples of limits to infinity in real life,23/12/2021,maths
2016,How can I visualize differential equations and Integration in real life?,29/12/2021,maths
2017,Introducing direct substitution in an intro calculus course,29/12/2021,maths
2018,"Is it more efficacious, productive to jump to perusing full solutions  before and without attempting to solve problems?",01/01/2022,maths
2019,Is there a measurable learning goal related to understanding proofs of important theorems?,01/01/2022,maths
2020,"What do you think, is teaching on an actual board more efficient than using an online board pandemic?",03/01/2022,maths
2021,Questions to help better understand the textbook,03/01/2022,maths
2022,How to convince a high school student that the symbol denotes identity?,06/01/2022,maths
2023,"What books teach the formula for the of k-permutations of n objects, with x types, andthe number of each type of object?",08/01/2022,maths
2024,How can 17 y.o. high school students intuit that  stops at,10/01/2022,maths
2025,Should I upload slides before or after a class,10/01/2022,maths
2026,Should proofs include a third  context  column?,12/01/2022,maths
2027,Why is my 8th grade Algebra 1 tutoring student learning mean absolute deviation and standard deviation?,13/01/2022,maths
2028,"For 15 year olds, are there exercises with full solutions  on the Fence Post or Off by One error?",18/01/2022,maths
2029,Measures to quantify complexity of algebra equation,18/01/2022,maths
2030,"How do I sketch a good gaussian curve freehanded, or by using only common sketching tools?",19/01/2022,maths
2031,"How can students prognosticate to rewrite the same sum backwards, then add the same sum twice?",24/01/2022,maths
2032,"Good exercises that force you to apply the definition of the derivative, without explicitly telling you to do so?",25/01/2022,maths
2033,How to teach relationship between slopes and angles?,30/01/2022,maths
2034,Maximize retention,31/01/2022,maths
2035,A game that is between Noughts and Crosses and Sprouts for complexity?,02/02/2022,maths
2036,Do I really need to cover solids of revolution in my Calculus I class?,08/02/2022,maths
2037,what is a good student grouping in this situation?,08/02/2022,maths
2038,Seeking short algebraic proofs that an Algebra2 student can appreciate,09/02/2022,maths
2039,How and what to teach on a second year Engineering Mathematics?,15/02/2022,maths
2040,Are there science-backed effective teaching strategies?,15/02/2022,maths
2041,Which whiteboard/canvas app with custom background and color options,15/02/2022,maths
2042,What is the best way to introduce Laplace transforms on an Engineering Mathematics course?,16/02/2022,maths
2043,"Word problems written in past tense, present tense, or future tense",16/02/2022,maths
2044,What is the right feedback for incorrect cancellation?,17/02/2022,maths
2045,What to do with students who are often absent from class?,18/02/2022,maths
2046,Good Examples of Equations Derived from Elementary Calculus,18/02/2022,maths
2047,Proofs with Independent Parts,18/02/2022,maths
2048,Is applying maths a 'hard problem' and how does the profession help?,19/02/2022,maths
2049,What's the Deal with Inverse Cotangent?,20/02/2022,maths
2050,How to make student work in think-pair-share?,21/02/2022,maths
2051,"What is a good way to broach the subject of abstract algebra, to a student in Calc 1, or pre-calc?",21/02/2022,maths
2052,Why do we use functional composition in the order we do?,22/02/2022,maths
2053,Policy in mathematics teaching,23/02/2022,maths
2054,Ball rolling down curve simulator,23/02/2022,maths
2055,Should students in a first university linear algebra class be taught to write simple proofs?,24/02/2022,maths
2056,Tips for teaching mathematics with experiments?,26/02/2022,maths
2057,Category theory without categories and without theory,26/02/2022,maths
2058,How should I grade true-or-false questions if the student's writing is unclear?,01/03/2022,maths
2059,Should one teach to use equality or isomorphism in particular groups?,02/03/2022,maths
2060,Conferences dealing w/challenges of teaching higher level math to STEM audiences,08/03/2022,maths
2061,Concrete vectors spaces without an obvious basis or many  obvious  bases?,08/03/2022,maths
2062,Valid Reasons in Two-Column Geometry Proofs,09/03/2022,maths
2063,Visual aids for understanding group theory,11/03/2022,maths
2064,What should I do if students did very poorly in the mid-term exam?,13/03/2022,maths
2065,Should we use quizzes to replace homeworks?,14/03/2022,maths
2066,AP Calculus BC Guidance,15/03/2022,maths
2067,Middle school math games for the parking lot,16/03/2022,maths
2068,Resource for International Comparison of Math Education Logistics,16/03/2022,maths
2069,Is there a good Animation to explain Rotational Symmetry of Equilateral triangle,17/03/2022,maths
2070,Program for visualizing trajectories for a 2D system of linear differential equations,18/03/2022,maths
2071,Should an undergraduate math program contain a course on Lebesgue integration?,23/03/2022,maths
2072,What are examples of math-themed sci-fi appropriate for students?,24/03/2022,maths
2073,Creative problems in 2D vector geometry,25/03/2022,maths
2074,Long division layout in French-speaking Switzerland,01/04/2022,maths
2075,What kind of general advice for studying math we can offer undergraduate studens who do not major in math?,02/04/2022,maths
2076,What should be memorized in math and what should be reference table?,03/04/2022,maths
2077,Resources for Teaching Parameterization of Curves/Surfaces,10/04/2022,maths
2078,References for mathematical notation for foreign students in the U.S,14/04/2022,maths
2079,Finding an analogy to explain the function of a binary adder,20/04/2022,maths
2080,Student forgets to remove dx after integrating,21/04/2022,maths
2081,Real-world applications of taxicab metric,22/04/2022,maths
2082,"What term describes the relationship between tenth, hundredth, thousandth and the number ten?",23/04/2022,maths
2083,How can you elicit the error?,25/04/2022,maths
2084,Where can I find a collection of bad/misleading data visualizations?,25/04/2022,maths
2085,What are best practices for building a dedicated space for mathematics majors?,26/04/2022,maths
2086,What are some examples of great functions that are not too elementary (easy)?,26/04/2022,maths
2087,How well can students learn abstract concepts through concrete examples?,27/04/2022,maths
2088,Is it considered a mistake to use different correct notation for writing intervals?,01/05/2022,maths
2089,Equation of a straight line on two dimensional Cartesian plane,01/05/2022,maths
2090,Explaining why volume of cone is a third of cylinder,02/05/2022,maths
2091,Examples of relations that are not functions,03/05/2022,maths
2092,Is there anything one can do for students who have given up?,05/05/2022,maths
2093,Generating exercises about extrema of ,08/05/2022,maths
2094,Importance of exploring skills in mathematics,12/05/2022,maths
2095,How to create a platform for students asking questions quickly and privately?,18/05/2022,maths
2096,How can I improve my Retake Policy?,19/05/2022,maths
2097,Simple way to explain Sine theorem applications,22/05/2022,maths
2098,How to let students answer a Moodle Quiz by typing (or pasting) LaTeX code?,24/05/2022,maths
2099,What software can I use for remote math tutoring?,28/05/2022,maths
2100,Multivariable Calculus Project Ideas,01/06/2022,maths
2101,Motivating Students Through  Random Teaching ,07/06/2022,maths
2102,How do I teach the difference between Linear Equations and Equation of a Line,14/06/2022,maths
2103,"For students who don't have instant recall with basic arithmetic, should I be stubborn about training them to have instant recall before moving on?",16/06/2022,maths
2104,What is the MOST efficient paper/mental multiplication algorithm for integers?,16/06/2022,maths
2105,Explaining difference between improper integrals that converge and diverge,22/06/2022,maths
2106,Symmetry of mathematical expressions in problem solving,27/06/2022,maths
2107,Tangent line to a curve,28/06/2022,maths
2108,Importance of standardization of definitions of mathematical terms,06/07/2022,maths
2109,Reasoning outcomes of simplifications involving infinity,07/07/2022,maths
2110,What are the essential mathematics skills that uni based STEM math educators want high school to teach students?,09/07/2022,maths
2111,How to differentiate the two notions of convergence order?,11/07/2022,maths
2112,Skipping a calculus topic (squeeze theorem),21/07/2022,maths
2113,The Interleaving Effect: How widely is this used?,21/07/2022,maths
2114,Ideas for game-theoretic meta contest problems for HS students,27/07/2022,maths
2115,Do horizontal asymptote rules require function to be fully simplified?,29/07/2022,maths
2116,Looking for Venn Diagram Maker,03/08/2022,maths
2117,Is coefficient same as constant?,04/08/2022,maths
2118,"Educators, what resources have you built to better serve your students?",08/08/2022,maths
2119,What value is there in requiring students to declare the dimensions of an answer when it is already clear from context?,08/08/2022,maths
2120,Problem solving or question answering,08/08/2022,maths
2121,Policies and practices for supporting students in crisis,10/08/2022,maths
2122,Reduction of fractions,11/08/2022,maths
2123,Should/ how should I help students reframe their negative thoughts about their own mathematical abilities?,12/08/2022,maths
2124,Games suitable for high school level teaching,14/08/2022,maths
2125,Favorite linear programming (not integer) examples?,15/08/2022,maths
2126,math syllabus US education system 1-12th Grade,16/08/2022,maths
2127,Applications for logarithms in a business math course,17/08/2022,maths
2128,What are some rationales to teach Computer Science students Sequences and Series?,19/08/2022,maths
2129,Counting principles in combinatorics,21/08/2022,maths
2130,Fitch Style Deduction in Non-Logic Classes,22/08/2022,maths
2131,Can 5 - 3a be described as five minus three times a?,24/08/2022,maths
2132,video tutorials by students for classmates - concerns?,25/08/2022,maths
2133,The two paradigms of seeing a functions,25/08/2022,maths
2134,Calculus/analysis as basis for basic school topics,26/08/2022,maths
2135,Why is calculus important for pre-service Math basic school teachers?,26/08/2022,maths
2136,"Best natural language(s) for conveying, conceptualizing, teaching, understanding, and learning Probabilistic & Statistical concepts & theory?",26/08/2022,maths
2137,Workflow for class notes/slides and examples?,29/08/2022,maths
2138,Is there any way of explaining the Cayley Beltrami Klein metric to undergrads?,03/09/2022,maths
2139,When is the best time to return a graded assessment?,05/09/2022,maths
2140,What value is there in requiring students to answer word problems in complete sentences?,11/09/2022,maths
2141,Manipulative materials to teach functions,13/09/2022,maths
2142,Which books on geometry and topology are best for teaching an intro graduate course?,20/09/2022,maths
2143,Write as the composite of two functions,22/09/2022,maths
2144,Lowercase vs. uppercase letters for matrix entries,23/09/2022,maths
2145,"As a tutor, should I make students who did badly on timed, closed book past paper tests, do the exact same test again?",02/10/2022,maths
2146,Algorithm vs guidelines for choosing axes divisions when graphing data,06/10/2022,maths
2147,Online homework systems for ordinary differential equations,08/10/2022,maths
2148,Is there a easy-to-use program that can make a GIF / Video in which an equation is transformed?,15/10/2022,maths
2149,Why is a Calculus III student more likely to solve this problem?,16/10/2022,maths
2150,Should we require students to take notes in class?,18/10/2022,maths
2151,Does induction really avoid proving an infinite number of claims?,19/10/2022,maths
2152,Examples of random variables that are measurable with respect to a strict subset of P,20/10/2022,maths
2153,A computer program for learning addition and multiplication table,26/10/2022,maths
2154,Finite sum of infinite series,28/10/2022,maths
2155,How to keep your hands clean while using a blackboard?,31/10/2022,maths
2156,"What should I do when I, as a math tutor, use incorrect verbal notation?",04/11/2022,maths
2157,How can a teacher help a student who has internalized mistakes?,06/11/2022,maths
2158,What do you use to make your course materials?,06/11/2022,maths
2159,What is a good pacing for a Calculus 1 undergraduate course?,10/11/2022,maths
2160,Why is there variation in the meaning of  Standard form  for a quadratic?,11/11/2022,maths
2161,"Why must most adults slog at exercises to improve at Math, but not driving that AI still can't automate?",12/11/2022,maths
2162,Why can't students master math simply by passive reading?,13/11/2022,maths
2163,Help needed to find 7th & 8th grade completed math samples,13/11/2022,maths
2164,What do you do in order to drag out lectures?,14/11/2022,maths
2165,Encouraging students to see value in things that can't be measured,22/11/2022,maths
2166,How to explain the concept  Without loss of generality  (through examples)?,22/11/2022,maths
2167,Potential topics for a university level mathematical thinking module,23/11/2022,maths
2168,Is this motivation for the concept of a limit a good one?,24/11/2022,maths
2169,Online math quiz: students make short video explaining solution,27/11/2022,maths
2170,Point Deductions - Exams and Quizzes,28/11/2022,maths
2171,"When dealing with sequences, should we teach students to start at 0 or 1?",28/11/2022,maths
2172,Quality of a solution in mathematics,01/12/2022,maths
2173,How to teach the concept of probability distribution?,06/12/2022,maths
2174,English version of the French baccalaureate course (for a Ukrainian refugee)?,07/12/2022,maths
2175,Suggestions for Virtual Blackboard?,08/12/2022,maths
2176,Suggestion for IB program Analysis and Approaches SL book?,10/12/2022,maths
2177,How to explain to a 16 year old student who is weak at maths,12/12/2022,maths
