ID,Question,Date,Class
899,Examples of very easy approximation algorithms,01/02/2024,CS
900,Introduction to product type: motivation and examples,10/02/2024,CS
901,"Navigating New Challenges in CS Education (AI, COVID, Motivations, Grades, Exercices...)",26/02/2024,CS
902,How to present data structure concepts effectively to a blind student?,02/03/2024,CS
903,What strategies can be implemented to prevent students from cheating while completing online assignments?,16/03/2024,CS
904,How long would it take an average theoretical computer scientist to learn Python to prepare for learning machine learning?,17/03/2024,CS
905,MOSS flags boilerplate code as similar in some pairs but not flagged in other pairs,22/03/2024,CS
906,Are jUnit or TestNG simple enough for undergraduates to apply in a matter of weeks? What alternative?,23/03/2024,CS
907,Best beginner language for a basic course,10/04/2024,CS
908,Resources/material for developing a course on assembly programming,10/04/2024,CS
909,How would you explain to a layman what the parser (the part of the compiler or intepreter) is?,30/04/2024,CS
910,In teaching introductory databases to graduates and undergraduates how would you differentiate in exams/assignments?,27/05/2024,CS
911,"Automating grading of projects with OOP and unit tests, but without imposing rigid design requirements",10/06/2024,CS
912,How to prevent students from using AI?,09/08/2024,CS
913,Hands-on task to demystifying AI for high schooler,15/08/2024,CS
914,"Immediate feedback in Gradescope, without gaming",22/08/2024,CS
915,Using IDEs with built-in AI code assistance for introductory courses,03/09/2024,CS
916,What are the ideal textbooks and other resources to use when teaching Internet of things to Undergraduates?,07/09/2024,CS
917,Ideas for exercise in parsing and compilers?,06/10/2024,CS
918,How important is relational algebra in 2024?,23/10/2024,CS
919,How can I teach Functional Programming and Verification,15/11/2024,CS
920,"How is this possible - code submission with multiple syntax errors, but otherwise works?",18/11/2024,CS
921,Didactic tool to play with deterministic and nondeterministic finite automata,11/12/2024,CS
922,Uncomputability and Uncountability,29/12/2024,CS
923,Equivalent of PISA study for standardised assessment of skills on computational thinking and programming?,06/11/2017,CS
