ID,Question,Date,Class
1682,Why do some linear algebra courses focus on matrices rather than linear maps?,14/05/2020,maths
1683, Feynman effect  in teaching mathematics,15/05/2020,maths
1684,Looking for a HIERARCHY of math subjects,20/05/2020,maths
1685,Math 3d animation software,21/05/2020,maths
1686,How to motivate an adolescent who has fallen behind in conceptual development?,22/05/2020,maths
1687,"Teaching Approach at primary, middle and higher level",23/05/2020,maths
1688,What are some resources for  ungrading  in a math class?,31/05/2020,maths
1689,Efficient methods to receive and grade online mathematics assessments due to pandemic?,01/06/2020,maths
1690,Applications of unreducible fractions in Basic School,02/06/2020,maths
1691,How must the  ungrading  idea be adapted to work in a math class?,03/06/2020,maths
1692,Concrete way to teach addition and subtraction of fractions,05/06/2020,maths
1693,self-reliance and psychology in learning math,07/06/2020,maths
1694,Future way of learning mathematics (towards graduate level) due to pandemic,08/06/2020,maths
1695,Better instruction for an identity equation worksheet,09/06/2020,maths
1696,"How, now, shall we teach math online due to pandemic",13/06/2020,maths
1697,Workbooks for advanced high school math topics,16/06/2020,maths
1698,What websites allow students to purchase solutions to problems?,18/06/2020,maths
1699,What are the best practices for giving online tests due to pandemic?,20/06/2020,maths
1700,What are some of the open problems that can be suitably introduced in a calculus course?,22/06/2020,maths
1701,The use of  ??  and  ?? ,23/06/2020,maths
1702,English translation of Sung-Dae Hong's The Art of Mathematics,23/06/2020,maths
1703,When do college students learn rigorous proofs?,24/06/2020,maths
1704,Why is a translated exponential function considered an exponential function?,26/06/2020,maths
1705,Ideal Features of Online Homework Platform?,29/06/2020,maths
1706,"Analogies for grad, div, curl, and Laplacian?",05/07/2020,maths
1707,Is There Such Thing as Reaching Half a Standard?,07/07/2020,maths
1708,Do you mention the continuity and the differentiability of the empty function,07/07/2020,maths
1709,Would it make sense for math courses to be pass/fail?,09/07/2020,maths
1710,What is  mastery  in a mathematical topic?,09/07/2020,maths
1711,What is a good place for teachers to share self-created content?,10/07/2020,maths
1712,Good resources on matrix equations,11/07/2020,maths
1713,How much more skilled in the topic should you be in order to teach the topic?,13/07/2020,maths
1714,Research for Video Length for Math Videos,17/07/2020,maths
1715,How can teachers warn students about common mistakes without causing the student to make the mistake?,21/07/2020,maths
1716,Generating system of equations with unique solutions,22/07/2020,maths
1717,Intuition or geometry for Partial Fractions,24/07/2020,maths
1718,Definitions of factors and terms,03/08/2020,maths
1719,"In single variable calculus, do you distinguish between critical and singular points?",03/08/2020,maths
1720,Do you know of any third-party online math-friendly testing software?,04/08/2020,maths
1721,When evaluating the limit of approaches should we consider only those in the domain of?,05/08/2020,maths
1722,Teaching aid for online mathematics course pandemic,05/08/2020,maths
1723,What strategy for picking convergence tests for series do you teach?,06/08/2020,maths
1724,Online Definition/Theorem Statement Quizzes due to pandemic,07/08/2020,maths
1725,Transitioning proof based math courses online due to pandemic,10/08/2020,maths
1726,"If a computer could be programmed to do a math test, then should those tests be changed?",13/08/2020,maths
1727,What topics are considered to be part of pre-algebra?,14/08/2020,maths
1728,Sharing notes in an editable format?,14/08/2020,maths
1729,What books are good to study Solid Mensuration?,15/08/2020,maths
1730,Best form for slide / beamer presentation: display items in a slide as they are discussed or all at once?,20/08/2020,maths
1731,Is there a study on how often modern teaching methods versus traditional methods are used in a math classes?,25/08/2020,maths
1732,"asynchronous teaching and requiring frequent email updates from students, and having these as the only part of their grade due to pandemic",26/08/2020,maths
1733,How to layout a solution to a trig equation?,26/08/2020,maths
1734,How do you explain concavity of a polynomial without any calculus?,26/08/2020,maths
1735,What is a good way to teach Taylor expansion of multi-variable calculus?,27/08/2020,maths
1736,How to word this exercise about converting  English  into interval notation?,28/08/2020,maths
1737,Are there direct practical applications of differentiating natural logarithms?,28/08/2020,maths
1738,Grading in a way that lets students have a good and formative experience,29/08/2020,maths
1739,How to explain to undergraduate students what research means?,30/08/2020,maths
1740,How to make maths explainer videos?,30/08/2020,maths
1741,Future educators writing nonsense questions,03/09/2020,maths
1742,"Question formats for online tests, to deter cheating",04/09/2020,maths
1743,Create a mathematical problem with randomized parameters,05/09/2020,maths
1744,How much literature research should one do when designing a course?,06/09/2020,maths
1745,Is there an arithmetic book similar to  Teach Your Child to Read in 100 Easy Lessons  by Siegfried Engelmann?,06/09/2020,maths
1746,The purpose of a particular rational function integration exercise,07/09/2020,maths
1747,Math activities for fast-finishers,07/09/2020,maths
1748,Why are  homogeneous differential equations  in the standard ODE curriculum?,08/09/2020,maths
1749,Where does the compulsive use of three dots come from and should it be discouraged?,08/09/2020,maths
1750,What's the point of learning equivalence relations?,08/09/2020,maths
1751,Analogy for cylindrical shells,09/09/2020,maths
1752,Practical case real world for solving with system of 2 equations,16/09/2020,maths
1753,How long should we spend on teaching students the basics of subject?,17/09/2020,maths
1754,"What are some famous problems, which are not difficult to understand, for senior high school students",17/09/2020,maths
1755,"Exercises for explaning homothety, homothetic center, similarity on line and plane, free vector and vector space",18/09/2020,maths
1756,How can I teach to 10 years old students while s\he knows canceling the zeroes rule?,21/09/2020,maths
1757,Trying to explain(understand?) combinations,24/09/2020,maths
1758,Transition into a non-explicit sample space world,25/09/2020,maths
1759,What to do when uncertain about a question while tutoring,25/09/2020,maths
1760,Low-tech ways of visualizing multivariable and vector calculus,26/09/2020,maths
1761,Number theory in an introductory course on discrete dynamical systems,26/09/2020,maths
1762,Can we skip Newton's Method?,28/09/2020,maths
1763,Why does a first course in linear algebra teach QR-decomposition?,29/09/2020,maths
1764,Relational understanding for a specific topic,30/09/2020,maths
1765,What are some nice ways to incorporate Euler's Method or other numerical methods throughout calculus?,30/09/2020,maths
1766,Cautionary tales for Gaussians/the central limit theorem?,30/09/2020,maths
1767,"Have you ever completely covered every topic in a textbook, and if so, which text?",01/10/2020,maths
1768,Best Touchscreen Laptop for Tutoring During COVID Pandemic,01/10/2020,maths
1769,Why do not American school textbooks recognize negative numbers as whole numbers?,04/10/2020,maths
1770,"Teaching linear algebra, wacom tablet display of coordinate system, eigenvectors, markov chains",05/10/2020,maths
1771,Is there any university program that offers an introductory statistical methods class that is bayesian -instead- of a frequentist one?,05/10/2020,maths
1772,Should students get another chance at a math question because of English troubles?,07/10/2020,maths
1773,Appropriate context for teaching derivative (undergraduate/graduate),07/10/2020,maths
1774,Recommendation for cheap practical graphics tablet?,07/10/2020,maths
1775,What's the common word for equations and inequalities?,07/10/2020,maths
1776,Applications of abstract algebra outside of mathematics and suitable textbook,09/10/2020,maths
1777,Would this be a good way of teaching about symmetry?,11/10/2020,maths
1778,Examples of real-life vector fields for vector calculus,12/10/2020,maths
1779,What is the right notation to use in multivariable chain rules?,13/10/2020,maths
1780,Choice of textbook for an undergraduate abstract algebra course,14/10/2020,maths
1781,Do you avoid examples or test questions that showcase an algorithmic plug'n'chug approach?,20/10/2020,maths
1782,Setting up a new Ximera course with randomized values in problems,21/10/2020,maths
1783,Resources for Unit Conversions,21/10/2020,maths
1784,How important is it to come up with or learn an elementary solution?,22/10/2020,maths
1785,The dimension theorem and pedagogy using analogy,22/10/2020,maths
1786,Do people usually teach solving a linear differential equation by inverse operators in an undergraduate course?,23/10/2020,maths
1787,A wow video to teach Calculus,24/10/2020,maths
1788,Teaching calculus in AP without the formal definition of the derivative,24/10/2020,maths
1789,Is there online geometric construction software that models physical constructions due to pandemic?,26/10/2020,maths
1790,Am I responsible to help a student who does not understand/know some prerequisites of a course?,29/10/2020,maths
1791,Relationships amusingly difficult to graph,30/10/2020,maths
1792,Clearest verb phrases for operations,31/10/2020,maths
1793,Writing mathematics in real time for lectures using Latex,02/11/2020,maths
