ID,Question,Date,Class
460,What are the advantages and disadvantages of cumulative vs percentage grading?,19/03/2018,CS
461,How Effective Is  Rosetta Code  as a Teaching Technique?,19/03/2018,CS
462,How to help students avoid being distracted by bells and whistles,19/03/2018,CS
463,What should be included in student portfolios for CS?,20/03/2018,CS
464,An exercise in utility,21/03/2018,CS
465,How do you teach Big O to high schoolers with varying degrees of math exposure?,26/03/2018,CS
466,Test takings strategy tragedy,27/03/2018,CS
467,"For a beginner, is it better to start with C or a higher level language?",01/04/2018,CS
468,Resubmitting Projects,06/04/2018,CS
469,How to give assignments that require heavy computational resources?,08/04/2018,CS
470,How can we teach good naming practice for students learning Java?,09/04/2018,CS
471,"What are healthy, productive ways to encourage students to progress to more advanced constructs as opposed to staying with the familiar?",10/04/2018,CS
472,What resources and data sets are available for teaching big data courses?,11/04/2018,CS
473,What are  general purpose programming skills ?,12/04/2018,CS
474,How can I speed up the construction of high quality testing materials?,16/04/2018,CS
475, Computer sciency  and  practical  exercices involving dictionaries,16/04/2018,CS
476,How to collect and grade Xcode work,17/04/2018,CS
477,Lab Requirement in AP CS A,18/04/2018,CS
478,What screencasting tools can be used for online teaching,19/04/2018,CS
479,Resources for the Praxis CS Test,26/04/2018,CS
480,"What are the advantages/disadvantages of teaching how to implement Nodes, Linked Lists, Stacks, and Queues before showing built-in implementations?",26/04/2018,CS
481,Criteria for admission to AP CS courses in high school,27/04/2018,CS
482,Process Scheduling is not  Process  Scheduling - Should I disclose it to students?,28/04/2018,CS
483,"Once implicit/inferred typing is introduced, how can I impress upon students the importance of not abusing it?",30/04/2018,CS
484,Interesting Programming Exercises /analogies to Teach Inheritance?,01/05/2018,CS
485,Should we merge technology departments with the science departments?,02/05/2018,CS
486,Constructing a curriculum from multiple resources for complex subjects,06/05/2018,CS
487,How Can I Explain The Concept Of Zero Knowledge Proofs To Students,07/05/2018,CS
488,Is it better to lie to students or to be pedantic when teaching Intro CS?,07/05/2018,CS
489,Is it ok to use logic programming(like Prolog) as students' first language?,08/05/2018,CS
490,Will you tell students that Algorithms + Data Structures = Programs now(21st century)?,09/05/2018,CS
491,Should I correct mistakes in student presentations?,09/05/2018,CS
492,Use of programming aptitude test in CS program admission,09/05/2018,CS
493,How to teach sums and asymptotics to students who do not know limits,12/05/2018,CS
494,Why isn't Functional Programming Taught First?,12/05/2018,CS
495,"Research into the use of symbol names, in programming, and how it affects learning",14/05/2018,CS
496,Statistics on functional programming in CS1,14/05/2018,CS
497,Can assignments be graded using blockchain?,14/05/2018,CS
498,How to teach a person to enjoy programming?,17/05/2018,CS
499,How can we best inform potential students of the nature of CS?,22/05/2018,CS
500,What physical / unplugged examples can I use for public key/asymmetric encryption?,24/05/2018,CS
501,What are the pedagogical methods for teaching programming?,29/05/2018,CS
502,Difficulty of algorithms homework problems,01/06/2018,CS
503,How can Chatbots be useful in CS education?,04/06/2018,CS
504,Courage to Attack Difficult Questions,11/06/2018,CS
505,How to structure a Predictive Keyboard project similar to GBoard,13/06/2018,CS
506,"Looking for puzzle/game programmes, so students can write solvers",16/06/2018,CS
507,Students frequently distracted by peers and games,26/06/2018,CS
508,How do people prefer to learn web development - videos or text?,04/07/2018,CS
509,Easy to use database for HS students,08/07/2018,CS
510,How important is it that I know all of the words for the technical terms when mentoring in my second language?,31/07/2018,CS
511,Teacher Community - Using CS50 for AP,14/08/2018,CS
512,How is computer science (and education) different today than some decades ago?,20/08/2018,CS
513,What can be the causes of the difference in student performance?,20/08/2018,CS
514,Why are pointers a key topic in a CS curriculum and oft cited as something people don't get?,21/08/2018,CS
515,Short foundational lessons for 7-8 year olds,29/08/2018,CS
516,How Can I Apply Spaced Repetition To Teaching CS?,31/08/2018,CS
517,Why do we count starting from zero?,03/09/2018,CS
518,How to convince students that self learning is an important skill?,14/09/2018,CS
519,Small to medium scale exercises about Haskell's higher abstractions,17/09/2018,CS
520,How to give students practice with streaming computation?,19/09/2018,CS
521,Will I Regret Using Python As A Teaching Language When I Later Need to Teach Static Typing?,21/09/2018,CS
522,What belongs in a low-math undergraduate AI elective besides ML?,25/09/2018,CS
523,Lab ideas for set theory,25/09/2018,CS
524,Methods for engaging students when teaching unpopular or unfashionable topics,26/09/2018,CS
525,"Python function has access to global variables, and doesn't need passed arguments",28/09/2018,CS
526,How to gamify the learning management system,02/10/2018,CS
527,Software to produce an interactive presentation?,03/10/2018,CS
528,Example for Introduction to Generics in Java ,05/10/2018,CS
529,Need a good  streaming  software for coding tutorials/workshops,06/10/2018,CS
530,First project in my second year data structures intro,09/10/2018,CS
531,Mental Model of Type Conformance/Subtype Polymorphism,14/10/2018,CS
532,Project based on game 2048,15/10/2018,CS
533,Explaining why arrays are important for statisticians,18/10/2018,CS
534,Beginner Javascript course - recommended books,23/10/2018,CS
535,Exercise or example to reinforce idea of functions?,26/10/2018,CS
536,Teaching binary to 6-8 year olds,02/11/2018,CS
537,Improve motivation in the final part of a project based course,05/11/2018,CS
538,What is good age to start learning programming?,09/11/2018,CS
539,Best way to install and maintain windows 10 in a computer lab,10/11/2018,CS
540,Should one study programming by doing hard problem?,14/11/2018,CS
541,Java or Kotlin for beginners (procedural programming knowledge is existing)?,15/11/2018,CS
542,"Why some students think that programming is difficult and hard to learn, how I convince my students that programming is not difficult as they think?",26/11/2018,CS
543,Making induction meaningful,26/11/2018,CS
544,Why and how is it efficient to process sorted arrays than unsorted arrays?,03/12/2018,CS
545,"What is the best way to learn an object oriented programming language with framework, data structure and alogrithms?",10/12/2018,CS
546,Should programming assignments be graded based on results from unit tests or based on the similarity to the correct implementation?,11/12/2018,CS
547,JavaScript to teach Theoretical Computer Science,12/12/2018,CS
548,Code highlight for classroom use,22/12/2018,CS
549,How can I set up and deliver a Computer Hardware Course for the first time?,27/12/2018,CS
550,Do you know of a complete textbook for teaching databases?,28/12/2018,CS
551,How to explain ETH to undergraduate students?,30/12/2018,CS
552,How to write a grading rubric for coding assignments?,06/01/2019,CS
553,What is a good teaching example/application for jagged arrays (2d arrays with irregular row lengths)?,10/01/2019,CS
554,Any simple Python GUI projects for beginner/novice programming students?,11/01/2019,CS
555,Quizzes after lectures,25/01/2019,CS
556,Which image rotation libraries use the Paeth algorithm?,25/01/2019,CS
557,Curriculum choice for AP Computer Science A,30/01/2019,CS
558,What's a good unit testing assignment for Android?,09/02/2019,CS
559,C# Array Lesson Plan,13/02/2019,CS
560,Students seem to be unable to use code to express their ideas. Is the teaching methodology improvable?,14/02/2019,CS
561,Angular vs React vs Vue,15/02/2019,CS
562,Using online courses instead of / in addition to traditional lecturing,15/02/2019,CS
563,Automatic grading of test-cases,15/02/2019,CS
564,Online Code Review Scripts Like Udacity,17/02/2019,CS
565,Do some websites block school building/classroom IP networks because they mistake us for possible DDOS?,19/02/2019,CS
566,Is the algorithm-recipe analogy a good or a bad one?,27/02/2019,CS
567,How to teach operating systems development nowadays?,06/03/2019,CS
568,Examples of innocent looking faulty code for shock effect,07/03/2019,CS
569,"Turtle examples for loops and variables, or even something else",12/03/2019,CS
570,How do you teach Theory of Automata / Formal Language Theory / Computation Complexity?,13/03/2019,CS
571,Teaching Revision (Change) Control Systems In High School CS Classes,17/03/2019,CS
572,What are the essential ideas that students need to know about Artificial Intelligence?,21/03/2019,CS
573,"What teaching techniques can be used, in teaching students from a medical background, to improve their programming?",22/03/2019,CS
574,Thoughts on language for Intro to Data Science?,22/03/2019,CS
575,How do I deal with students being unkind to each other when I'm not there?,30/03/2019,CS
576,open source MOOC platforms,05/04/2019,CS
577,how to motivate student that programming will give bright future to them?,05/04/2019,CS
578,Pedagogical issues with Stack Implementation,09/04/2019,CS
579,Suggestions for teaching selection sort with candy,18/04/2019,CS
580,What is a file?,20/04/2019,CS
581,Concrete example for polymorphism use?,20/04/2019,CS
582,How to teach C++ language to beginners of (BSCS) students who have no any idea about it?,22/04/2019,CS
583,How to introduce Kotlin in a Programming Languages course,24/04/2019,CS
584,AP Computer Science Principles and Unity,25/04/2019,CS
585,"Hardware (cameras, headsets) for TEALS supported classrooms",30/04/2019,CS
586,Should an educator define terms rigorously?,02/05/2019,CS
587,How to make students confident enough to stop copying each other's code assignment?,04/05/2019,CS
588,Discrete function is also a math function? Example,04/05/2019,CS
589,Hand-on ideas on tutorial on setting up a cloud-based server,07/05/2019,CS
590,How to introduce problem solving to primary school pupils?,08/05/2019,CS
591,How does IB Computer Science compare with AP Computer Science?,10/05/2019,CS
592,Is it a good idea to teach algorithm courses using pseudocode instead of a real programming language?,16/05/2019,CS
593,How to create webpage slides for teaching?,16/05/2019,CS
594,What are some good problems which can be solved with a queue? Example,21/05/2019,CS
595,Projecting the In- class demo screen,27/05/2019,CS
596,What to do when pupil destroy lab equipment?,28/05/2019,CS
597,Are there any resources out there to continue developing my students' programming skills after Code Combat,30/05/2019,CS
